language,word_form,lwt_code,lwt_label,word_meaning_relation
Wichí,n’w’et lhele,2.81,the relatives,Super-counterpart
Wichí,n’w’et lhele,2.82,the family,Super-counterpart
Wichí,nafwuluj,3.816,the cockroach,Exact counterpart
Wichí,nahokwe’,3.94,the snail,Sub-counterpart
Wichí,nainlo,5.141,the famine,Exact counterpart
Wichí,najhet,5.125,rotten,Exact counterpart
Wichí,naknelhoja,17.35,obscure,Exact counterpart
Wichí,nakwu,3.82,the bee,Sub-counterpart
Wichí,nakwutaj,3.82,the bee,Sub-counterpart
Wichí,namilh,2.941,we (inclusive),Para-counterpart
Wichí,nawup,14.75,the spring(2),Exact counterpart
Wichí,nech’ayik,14.13,new,Exact counterpart
Wichí,nekchom,14.12,the age,Super-counterpart
Wichí,nekchom,14.73,the year,Super-counterpart
Wichí,nesa,11.32,to find,Exact counterpart
Wichí,neslo,3.82,the bee,Sub-counterpart
Wichí,neweche makpak,15.46,quiet,Exact counterpart
Wichí,newukw,8.67,the vine,Sub-counterpart
Wichí,nichay’u,15.85,hot,Exact counterpart
Wichí,nichay’uhi,15.851,warm,Sub-counterpart
Wichí,nichay’ukwe,15.851,warm,Sub-counterpart
Wichí,nichelhu,18.32,to answer,Exact counterpart
Wichí,nicheye,5.14,to be hungry,Exact counterpart
Wichí,nicheyta’pe’,16.44,the envy or jealousy,Para-counterpart
Wichí,nichotche,12.92,similar,Super-counterpart
Wichí,nichotche,17.18,to seem,Super-counterpart
Wichí,nichotcho’,4.72,to be born,Exact counterpart
Wichí,nichuyhat,15.81,heavy,Exact counterpart
Wichí,nifwutaj,20.15,the army,Exact counterpart
Wichí,niktsajahu,12.62,narrow,Sub-counterpart
Wichí,nilhek’alhi,1.323,rough(2),Para-counterpart
Wichí,nimatache,17.43,the doubt,Para-counterpart
Wichí,ninahyayej mayek,19.44,the freeman,Exact counterpart
Wichí,ninchuyhata,15.82,light(1),Exact counterpart
Wichí,nipajache,14.14,young,Sub-counterpart
Wichí,niptaja,12.59,short,Exact counterpart
Wichí,nisa’alhuhu,16.74,wrong,Para-counterpart
Wichí,nisuy,5.81,the salt,Exact counterpart
Wichí,nitechojche,15.86,cold,Sub-counterpart
Wichí,nitechojhi,15.86,cold,Sub-counterpart
Wichí,nitechojlhi,15.86,cold,Sub-counterpart
Wichí,nitichunlhi,16.32,the grief,Super-counterpart
Wichí,nitichunlhi,16.33,the anxiety,Super-counterpart
Wichí,nitokw,13.15,many,Exact counterpart
Wichí,nitselhot,10.413,to crouch,Exact counterpart
Wichí,nitsetaj asnak,3.35,the pig,Sub-counterpart
Wichí,nitsetaj atsinha,3.34,the sow,Sub-counterpart
Wichí,nitsot,15.35,sweet,Exact counterpart
Wichí,nitufwayey,12.43,near,Exact counterpart
Wichí,nitun,10.24,to drip,Exact counterpart
Wichí,niwefwa,12.56,small,Super-counterpart
Wichí,niwefwa,13.17,few,Super-counterpart
Wichí,niwefwa toj pitufw,12.68,shallow,Exact counterpart
Wichí,niyat,11.51,rich,Super-counterpart
Wichí,niyat,19.24,the chieftain,Super-counterpart
Wichí,niyat,19.32,the king,Super-counterpart
Wichí,niyat,19.33,the queen,Super-counterpart
Wichí,niyat,23.3,the government,Super-counterpart
Wichí,niyat,23.31,the president,Super-counterpart
Wichí,niyat,23.32,the minister,Super-counterpart
Wichí,niyatej,19.31,to rule or govern,Exact counterpart
Wichí,niyokw,9.19,the rope,Super-counterpart
Wichí,niyokw,9.92,the tumpline,Super-counterpart
Wichí,nom,10.48,to come,Exact counterpart
Wichí,note,3.614,the rabbit,Exact counterpart
Wichí,nufw,14.27,to finish,Exact counterpart
Wichí,nufwu,13.14,all,Exact counterpart
Wichí,numelu,23.39,the number,Exact counterpart
Wichí,nusuy,15.36,salty,Exact counterpart
Wichí,nusyhi lhimphaj,15.39,brackish,Exact counterpart
Wichí,nuwalhek,3.82,the bee,Sub-counterpart
Wichí,nuway,16.53,the fear,Exact counterpart
Wichí,nwewe,13.09,nine,Exact counterpart
Wichí,ocho,13.08,eight,Exact counterpart
Wichí,omyekalelhoj,16.65,faithful,Exact counterpart
Wichí,onholotaj,3.873,the beaver,Para-counterpart
Wichí,onsi,13.101,eleven,Exact counterpart
Wichí,onyaj,5.66,the bean,Exact counterpart
Wichí,ora,14.51,the hour,Exact counterpart
Wichí,oro,9.64,the gold,Exact counterpart
Wichí,oytaj,16.31,the pain,Exact counterpart
Wichí,p’alitsaj,11.52,poor,Exact counterpart
Wichí,p’uwalhaj,3.72,the lion,Super-counterpart
Wichí,pais,19.11,the country,Exact counterpart
Wichí,pajche yihanch’uya,17.171,to guess,Exact counterpart
Wichí,pajchehen,2.56,the ancestors,Exact counterpart
Wichí,pala,8.24,the shovel,Exact counterpart
Wichí,pan,5.51,the bread,Exact counterpart
Wichí,papa,5.7,the potato,Exact counterpart
Wichí,papel,18.56,the paper,Exact counterpart
Wichí,pastiya,23.22,the pill or tablet,Exact counterpart
Wichí,pastul,22.18,the priest,Exact counterpart
Wichí,patente,23.35,the license plate,Para-counterpart
Wichí,pawa,5.27,the kettle,Exact counterpart
Wichí,pele,1.51,the sky,Super-counterpart
Wichí,pele,1.73,the cloud,Super-counterpart
Wichí,pelhach’e,1.57,the bolt of lightning,Exact counterpart
Wichí,pelhay,1.58,the storm,Exact counterpart
Wichí,pelhay y’iplhi,1.56,the thunder,Exact counterpart
Wichí,pelutaj,12.83,the ball,Exact counterpart
Wichí,pemtsaj,3.82,the bee,Sub-counterpart
Wichí,pesa,11.92,to weigh,Exact counterpart
Wichí,pila,23.175,the battery,Exact counterpart
Wichí,pini,3.82,the bee,Sub-counterpart
Wichí,pinta,9.89,to paint,Exact counterpart
Wichí,pintula,9.88,the paint,Exact counterpart
Wichí,pitaj,12.57,long,Super-counterpart
Wichí,pitaj,12.58,tall,Super-counterpart
Wichí,pitufw,12.67,deep,Para-counterpart
Wichí,plastiku,23.57,the plastic,Exact counterpart
Wichí,plata,9.65,the silver,Exact counterpart
Wichí,platu,5.32,the plate,Exact counterpart
Wichí,platules,5.36,the saucer,Exact counterpart
Wichí,pole’,4.93,bald,Exact counterpart
Wichí,ponhon,5.821,the chili pepper,Exact counterpart
Wichí,ponhontaj,5.82,the pepper,Exact counterpart
Wichí,poy’i,3.95,the frog,Exact counterpart
Wichí,poy’ifwes,5.39,the fork,Exact counterpart
Wichí,puerto,10.91,the port,Exact counterpart
Wichí,pujlhin,3.664,the stingray,Exact counterpart
Wichí,pulutu,5.66,the bean,Exact counterpart
Wichí,puntsu,6.411,the poncho,Exact counterpart
Wichí,pusti,7.56,the post or pole,Exact counterpart
Wichí,pwentu,10.74,the bridge,Exact counterpart
Wichí,pwewulu,19.15,the town,Super-counterpart
Wichí,pwewulu,19.16,the village,Super-counterpart
Wichí,pwili,11.52,poor,Exact counterpart
Wichí,sak’al,6.21,the cloth,Exact counterpart
Wichí,sapatuwu,6.54,the shoemaker,Exact counterpart
Wichí,sathi,5.64,the soup,Exact counterpart
Wichí,sawulu,14.68,Saturday,Exact counterpart
Wichí,seda,6.25,the silk,Exact counterpart
Wichí,seis,13.06,six,Exact counterpart
Wichí,selaj,3.73,the bear,Para-counterpart
Wichí,selaj,3.89,the anteater,Exact counterpart
Wichí,selu,13,zero,Exact counterpart
Wichí,selwesa,5.93,the beer,Exact counterpart
Wichí,semanu,14.61,the week,Exact counterpart
Wichí,senda,10.72,the path,Exact counterpart
Wichí,sepiya,6.92,the brush,Exact counterpart
Wichí,sien,13.105,a hundred,Exact counterpart
Wichí,siete,13.07,seven,Exact counterpart
Wichí,sijlhile,4.162,the rib,Exact counterpart
Wichí,simhat,3.82,the bee,Sub-counterpart
Wichí,sinalhchu’,3.596,the owl,Sub-counterpart
Wichí,sine,23.62,the film/movie,Exact counterpart
Wichí,sinku,13.05,five,Exact counterpart
Wichí,sip’o,20.17,the soldier,Para-counterpart
Wichí,siputka,8.47,the maize/corn,Exact counterpart
Wichí,sitowu,23.54,the tin/can,Exact counterpart
Wichí,siwanhas,3.817,the ant,Para-counterpart
Wichí,siya,7.43,the chair,Exact counterpart
Wichí,sulhtawu,20.17,the soldier,Para-counterpart
Wichí,sulhtawu,23.33,the police,Para-counterpart
Wichí,supfwetaj,3.82,the bee,Sub-counterpart
Wichí,suwula’,12.17,the remains,Exact counterpart
Wichí,t’alha,18.35,to ask(2),Exact counterpart
Wichí,t’alham,4.66,to shit,Exact counterpart
Wichí,t’amajchet,22.19,holy,Exact counterpart
Wichí,t’ekwe,11.31,to look for,Exact counterpart
Wichí,t’elh,4.65,to piss,Exact counterpart
Wichí,t’en,15.74,hard,Super-counterpart
Wichí,t’enche,16.52,brave,Exact counterpart
Wichí,t’enhi,11.88,expensive,Super-counterpart
Wichí,t’eynlo,16.62,to want,Exact counterpart
Wichí,t’ich’uylhi,18.12,to sing,Exact counterpart
Wichí,t’ikwa,4.853,the swelling,Exact counterpart
Wichí,t’ilin,10.35,to swim,Exact counterpart
Wichí,t’isan,4.13,the flesh,Super-counterpart
Wichí,t’isan,5.61,the meat,Super-counterpart
Wichí,t’ischey,16.25,to laugh,Exact counterpart
Wichí,t’ischeya,16.251,to smile,Exact counterpart
Wichí,t’iselit,4.63,to wake up,Exact counterpart
Wichí,t’iyalh,4.51,to breathe,Exact counterpart
Wichí,t’oj,6.28,the fur,Super-counterpart
Wichí,t’oj,6.29,the leather,Super-counterpart
Wichí,t’oj nichayu,4.841,the fever,Exact counterpart
Wichí,t’okwe,12.21,to gather,Para-counterpart
Wichí,t’okwe,12.212,to pick up,Para-counterpart
Wichí,t’on,18.13,to shout,Exact counterpart
Wichí,t’ona,18.41,to call(1),Sub-counterpart
Wichí,t’one,18.41,to call(1),Sub-counterpart
Wichí,t’oney,18.41,to call(1),Sub-counterpart
Wichí,t’onlhi,16.39,to groan,Super-counterpart
Wichí,t’onlhi,18.19,to howl,Sub-counterpart
Wichí,tach’eylhi,4.57,to vomit,Exact counterpart
Wichí,tach’upway,12.63,thick,Exact counterpart
Wichí,tach’uta,19.58,to help,Exact counterpart
Wichí,tachasa,15.71,to touch,Exact counterpart
Wichí,tachasch’uya,15.72,to feel,Exact counterpart
Wichí,tachema,10.252,to catch,Super-counterpart
Wichí,tachema,11.13,to take,Super-counterpart
Wichí,tachema,11.14,to grasp,Super-counterpart
Wichí,tachemhunot,9.9,to draw water,Exact counterpart
Wichí,tachen,13.34,first,Para-counterpart
Wichí,tachenaj,1.22,the mountain or hill,Exact counterpart
Wichí,tachettiche,4.68,to shiver,Sub-counterpart
Wichí,tachettilhi,4.68,to shiver,Sub-counterpart
Wichí,tafwilhan,4.62,to dream,Exact counterpart
Wichí,tafwlhi,16.37,to cry,Exact counterpart
Wichí,tafwumej,10.25,to throw,Exact counterpart
Wichí,tahumatnhan,16.54,the danger,Para-counterpart
Wichí,tak’efwi,15.75,soft,Exact counterpart
Wichí,tak’efwiche,4.82,weak,Super-counterpart
Wichí,tak’efwiche,4.94,lame,Super-counterpart
Wichí,takasit,12.15,to stand,Exact counterpart
Wichí,takatin,10.43,to jump,Sub-counterpart
Wichí,takatin,10.44,to dance,Super-counterpart
Wichí,takhajhay,4.81,strong,Super-counterpart
Wichí,takhajhay,4.83,healthy,Super-counterpart
Wichí,takhosi,4.53,to cough,Exact counterpart
Wichí,takopfwaya,22.23,to bless,Para-counterpart
Wichí,takuslhi,10.41,to crawl,Exact counterpart
Wichí,tales,13.03,three,Exact counterpart
Wichí,talich’i,15.77,smooth,Exact counterpart
Wichí,tamchoy,15.84,dry,Exact counterpart
Wichí,tamenej,16.76,the fault,Super-counterpart
Wichí,tamenej,16.78,the blame,Super-counterpart
Wichí,tan’isinch’uya,15.212,to sniff,Exact counterpart
Wichí,tan’isinej,15.22,to smell(2),Exact counterpart
Wichí,tanatshan,4.54,to sneeze,Exact counterpart
Wichí,tapay,15.37,bitter,Exact counterpart
Wichí,tapilh,10.481,to come back,Sub-counterpart
Wichí,tapinhi,12.48,the south,Exact counterpart
Wichí,tapuyej,13.21,full,Para-counterpart
Wichí,tasefwilhi,15.89,wrinkled,Exact counterpart
Wichí,tasey,15.83,wet,Exact counterpart
Wichí,tat’eti,16.38,the tear,Exact counterpart
Wichí,tataylo’,12.041,in front of,Exact counterpart
Wichí,tataypho,12.13,to sit,Exact counterpart
Wichí,tatets’im,4.215,to blink,Exact counterpart
Wichí,tatoy,11.33,to lose,Super-counterpart
Wichí,tatoy,20.42,the defeat,Super-counterpart
Wichí,tats’efwihu,12.74,crooked,Para-counterpart
Wichí,tatsefwelej,16.3,to embrace,Exact counterpart
Wichí,tatshepiche,12.73,straight,Para-counterpart
Wichí,taw’elhu,10.472,to climb,Exact counterpart
Wichí,tawhayey,2.33,to marry,Super-counterpart
Wichí,tawhayey,2.34,the wedding,Super-counterpart
Wichí,tawhiyej,18.52,to read,Exact counterpart
Wichí,tawokoyej,16.34,to regret or be sorry,Exact counterpart
Wichí,tawokwoylhi,16.42,the anger,Exact counterpart
Wichí,tay’otna,18.31,to ask(1),Exact counterpart
Wichí,tayhi,1.41,the woods or forest,Super-counterpart
Wichí,tayhi,1.411,the savanna,Super-counterpart
Wichí,tayhin,6.33,to weave,Exact counterpart
Wichí,te,23.9,the tea,Sub-counterpart
Wichí,tefw,5.11,to eat,Exact counterpart
Wichí,tefwtey,4.64,to fart,Exact counterpart
Wichí,teinelu,3.24,the calf,Para-counterpart
Wichí,telefwu,23.12,the telephone,Exact counterpart
Wichí,telewisiun,23.11,the television,Exact counterpart
Wichí,temlok ifwala,14.481,the day after tomorrow,Exact counterpart
Wichí,tenasas,5.391,the tongs,Exact counterpart
Wichí,tente,1.44,the stone or rock,Super-counterpart
Wichí,tente,9.93,the whetstone,Super-counterpart
Wichí,tesa,2.76,the widow,Super-counterpart
Wichí,tesa,2.77,the widower,Super-counterpart
Wichí,testiwu,21.23,the witness,Exact counterpart
Wichí,tetchey,8.31,to sow,Para-counterpart
Wichí,tetchey,8.531,to plant,Para-counterpart
Wichí,tetsaj n’oyij,7.33,the chimney,Exact counterpart
Wichí,tetsetaj,1.74,the fog,Exact counterpart
Wichí,tetsey,1.83,the smoke,Exact counterpart
Wichí,tewuk,1.36,the river or stream,Exact counterpart
Wichí,tewuk choslhele,12.45,the east,Exact counterpart
Wichí,tewuk katchenaj,1.222,the cliff or precipice,Para-counterpart
Wichí,tewuk lhip,1.27,the shore,Exact counterpart
Wichí,thalokw,14.15,old,Sub-counterpart
Wichí,tichunche,17.31,to remember,Sub-counterpart
Wichí,tichunlhi,17.13,to think(1),Sub-counterpart
Wichí,tichunlhi,17.14,to think(2),Super-counterpart
Wichí,tiena,11.85,the market,Para-counterpart
Wichí,tiena,11.86,the shop/store,Para-counterpart
Wichí,tienawu,11.84,the merchant,Exact counterpart
Wichí,tiklha,3.82,the bee,Sub-counterpart
Wichí,tilhamej,11.11,to have,Exact counterpart
Wichí,tilhoj,10.61,to carry,Exact counterpart
Wichí,tilhoj,10.613,to carry on shoulder,Super-counterpart
Wichí,tilhoj,10.614,to carry on head,Super-counterpart
Wichí,tiliwa,8.43,the wheat,Exact counterpart
Wichí,tim,5.181,to swallow,Exact counterpart
Wichí,timek,20.52,the fishhook,Super-counterpart
Wichí,timek,20.64,the trap,Super-counterpart
Wichí,timekt’ak,20.53,the fishing line,Exact counterpart
Wichí,timon,10.86,the rudder,Exact counterpart
Wichí,tip’alhtsen,21.34,to acquit,Para-counterpart
Wichí,tishelis,9.24,the scissors or shears,Exact counterpart
Wichí,tishi,8.22,to dig,Exact counterpart
Wichí,tishu,9.461,to hollow out,Exact counterpart
Wichí,titsefwana,17.44,to suspect,Exact counterpart
Wichí,titsefwanaj,21.31,to accuse,Exact counterpart
Wichí,tiwenhu,21.46,the arson,Exact counterpart
Wichí,tiwutesa,22.51,the initiation ceremony,Para-counterpart
Wichí,tiyejkanhi,12.23,to separate,Sub-counterpart
Wichí,tiyoj,20.62,to shoot,Exact counterpart
Wichí,tiyojche inot,10.36,to sail,Exact counterpart
Wichí,tiyojpe’,10.43,to jump,Sub-counterpart
Wichí,tiyojpho,10.43,to jump,Sub-counterpart
Wichí,toch’’ayaj,22.37,the idol,Para-counterpart
Wichí,toch’alu,4.208,the cheek,Exact counterpart
Wichí,toch’alunchey,4.272,the molar tooth,Exact counterpart
Wichí,toch’ay lhile,4.207,the jaw,Exact counterpart
Wichí,toch’e,4.17,the horn,Exact counterpart
Wichí,toch’efwa atsinha,2.32,the wife,Para-counterpart
Wichí,toch’efwa hin’u,2.31,the husband,Para-counterpart
Wichí,toch’inho,2.455,the younger sister,Exact counterpart
Wichí,toch’inij,2.445,the younger brother,Exact counterpart
Wichí,toch’ohe’,20.24,the bow,Exact counterpart
Wichí,toch’ute’,4.22,the ear,Exact counterpart
Wichí,toch’ute’ lhits’i,4.222,the earwax,Exact counterpart
Wichí,toch’ute’san,4.221,the earlobe,Exact counterpart
Wichí,toch’utelhele,6.77,the earring,Exact counterpart
Wichí,tochefwenyajw’et,17.28,the school,Exact counterpart
Wichí,tochemet,9.12,the work,Exact counterpart
Wichí,tochemetcha,9.422,the tool,Super-counterpart
Wichí,tochemetcha,23.19,the machine,Super-counterpart
Wichí,tochethi,8.691,the pipe,Exact counterpart
Wichí,tocheyo,2.49,the granddaughter,Exact counterpart
Wichí,tocheyos,2.48,the grandson,Exact counterpart
Wichí,tochila,2.444,the older brother,Exact counterpart
Wichí,tochita,2.454,the older sister,Exact counterpart
Wichí,tochokw,7.45,the lamp or torch,Para-counterpart
Wichí,tochonis,4.49,the testicles,Exact counterpart
Wichí,tochos,4.18,the tail,Exact counterpart
Wichí,tochoti,2.46,the grandfather,Super-counterpart
Wichí,tochoti,2.61,the father-in-law (of a man),Super-counterpart
Wichí,tochoti,2.611,the father-in-law (of a woman),Super-counterpart
Wichí,tochotilis,2.4711,the grandparents,Exact counterpart
Wichí,tochotw’et,7.65,the camp,Exact counterpart
Wichí,tochus,23.64,the song,Exact counterpart
Wichí,tochusey,4.212,the eyebrow,Exact counterpart
Wichí,tochuwej,12.37,the middle,Exact counterpart
Wichí,tofwapu,4.3,the shoulder,Exact counterpart
Wichí,tofwapu lhile,4.301,the shoulderblade,Exact counterpart
Wichí,tofwayenek,2.63,the son-in-law (of a man),Super-counterpart
Wichí,tofwayenek,2.631,the son-in-law (of a woman),Super-counterpart
Wichí,tofwcha,2.35,the father,Exact counterpart
Wichí,tofwefw,4.34,the finger,Super-counterpart
Wichí,tofwefw,4.345,the claw,Super-counterpart
Wichí,tofwefw lhukwe,4.342,the thumb,Exact counterpart
Wichí,tofwefwhi,6.73,the ring,Exact counterpart
Wichí,tofwefwt’oj,4.344,the fingernail,Exact counterpart
Wichí,tofweshi,6.58,the glove,Exact counterpart
Wichí,tofweyekw,7.66,the hammock,Para-counterpart
Wichí,tofwi,6.81,the handkerchief or rag,Exact counterpart
Wichí,tofwulh,18.71,the flute,Super-counterpart
Wichí,tofwulh,18.73,the horn or trumpet,Super-counterpart
Wichí,tofwumkat,12.41,right(1),Exact counterpart
Wichí,tofwumti,20.23,the sling,Exact counterpart
Wichí,tohechefw,9.79,the fan,Para-counterpart
Wichí,tohen,20.26,the spear,Exact counterpart
Wichí,tohenettsek,6.71,the ornament or adornment,Exact counterpart
Wichí,tohenettsek,6.72,the jewel,Super-counterpart
Wichí,tohesew’et,22.13,the temple,Para-counterpart
Wichí,tohesewu,22.18,the priest,Exact counterpart
Wichí,toheseyw’et,7.18,the meeting house,Para-counterpart
Wichí,tojha,24.07,this,Exact counterpart
Wichí,tok’aj,4.24,the mouth,Exact counterpart
Wichí,tok’ajlhech’e,4.26,the tongue,Exact counterpart
Wichí,tokach’u,9.91,the peg,Exact counterpart
Wichí,tokacha,4.88,the medicine,Para-counterpart
Wichí,tokafwala,14.53,the clock,Exact counterpart
Wichí,tokanhe,4.203,the brain,Exact counterpart
Wichí,tokasiyak,19.56,the guest,Exact counterpart
Wichí,tokasup’a,4.371,the ankle,Exact counterpart
Wichí,tokatela,2.47,the grandmother,Super-counterpart
Wichí,tokatela,2.62,the mother-in-law (of a man),Super-counterpart
Wichí,tokatela,2.621,the mother-in-law (of a woman),Super-counterpart
Wichí,tokatente,4.451,the kidney,Para-counterpart
Wichí,tokato,18.74,the rattle,Sub-counterpart
Wichí,tokatu,4.32,the elbow,Exact counterpart
Wichí,tokaw’et,7.47,the shelf,Exact counterpart
Wichí,tokawak,6.57,the belt,Exact counterpart
Wichí,tokawu,19.43,the servant,Para-counterpart
Wichí,tokawuma,20.23,the sling,Exact counterpart
Wichí,tokek,12.75,the hook,Para-counterpart
Wichí,tokey,19.61,the custom,Exact counterpart
Wichí,tokhoyhi,6.61,the pocket,Exact counterpart
Wichí,tokonek,20.56,the bait,Exact counterpart
Wichí,tokos,8.53,the plant,Exact counterpart
Wichí,tokos n’oyij,8.212,the furrow,Exact counterpart
Wichí,tokoslhu’,8.311,the seed,Exact counterpart
Wichí,tokosw’et,8.12,the field,Exact counterpart
Wichí,tokow’oj,11.43,the money,Exact counterpart
Wichí,toku,2.36,the mother,Exact counterpart
Wichí,tokulun,4.209,the chin,Exact counterpart
Wichí,tokuset,6.48,the trousers,Exact counterpart
Wichí,tokuyw’et,7.15,the yard or court,Exact counterpart
Wichí,tokwe’fwat,14.53,the clock,Exact counterpart
Wichí,tokwenek,19.42,the slave,Para-counterpart
Wichí,tokwhi,2.458,the twins,Exact counterpart
Wichí,tol’ey,20.11,to fight,Exact counterpart
Wichí,tolafwek,8.16,the fence,Exact counterpart
Wichí,toleshekhi,23.51,the sink,Exact counterpart
Wichí,tolet,6.79,the tattoo,Exact counterpart
Wichí,toletsanek,8.17,the ditch,Exact counterpart
Wichí,tolhahwu,22.47,the omen,Exact counterpart
Wichí,tolhamilh,2.942,we (exclusive),Exact counterpart
Wichí,tolhamis,6.45,the collar,Super-counterpart
Wichí,tolhamis,6.75,the necklace,Super-counterpart
Wichí,tolhamis,6.76,the bead,Super-counterpart
Wichí,tolhatajw’et,7.17,the cookhouse,Para-counterpart
Wichí,tolheche,4.351,the thigh,Exact counterpart
Wichí,tolhefw,4.392,the wing,Exact counterpart
Wichí,tolhejkanhi,19.55,the stranger,Exact counterpart
Wichí,tolhenek,9.83,the statue,Para-counterpart
Wichí,tolhetek,4.2,the head,Exact counterpart
Wichí,tolhetek lhile,4.202,the skull,Exact counterpart
Wichí,tolhetekmukw,4.146,the dandruff,Exact counterpart
Wichí,tolhetekt’ak,6.78,the headband or headdress,Exact counterpart
Wichí,tolhetes,1.88,the firewood,Exact counterpart
Wichí,tolhiktsek,22.5,the circumcision,Para-counterpart
Wichí,tolhistek,8.75,the bark,Exact counterpart
Wichí,tolhok,5.12,the food,Super-counterpart
Wichí,tolhokwewu,9.71,the potter,Exact counterpart
Wichí,tolhos,2.41,the son,Exact counterpart
Wichí,tolhose,2.42,the daughter,Exact counterpart
Wichí,tolhot,5.9,the drink,Exact counterpart
Wichí,tolhothi,5.35,the cup,Para-counterpart
Wichí,tolhpho,10.23,to fall,Exact counterpart
Wichí,tolhu,4.492,the penis,Exact counterpart
Wichí,tolhu tayhi,12.47,the north,Exact counterpart
Wichí,tolhu w’uley,4.145,the pubic hair,Sub-counterpart
Wichí,tolhukwey,2.37,the parents,Exact counterpart
Wichí,tolonek,4.7501,the murder,Super-counterpart
Wichí,tolonek,21.42,the crime,Super-counterpart
Wichí,tolonek,23.37,dead,Super-counterpart
Wichí,toloy lhokw’et,3.16,the pasture,Exact counterpart
Wichí,tomow’et,7.42,the bed,Exact counterpart
Wichí,ton’oyij,4.374,the footprint,Exact counterpart
Wichí,tonaintsekhi,21.39,the prison,Exact counterpart
Wichí,tonaytsek,20.47,the captive or prisoner,Exact counterpart
Wichí,tonhes,4.23,the nose,Exact counterpart
Wichí,tonhespe’,4.231,the nostril,Exact counterpart
Wichí,tonisoj,6.51,the shoe,Exact counterpart
Wichí,top’itsek,4.77,the corpse,Exact counterpart
Wichí,top’ulhak,4.36,the knee,Exact counterpart
Wichí,topach’u,4.37,the foot,Exact counterpart
Wichí,topach’u fwefw,4.38,the toe,Exact counterpart
Wichí,topem,18.72,the drum,Para-counterpart
Wichí,topesey,4.144,the body hair,Exact counterpart
Wichí,topeyakhi,6.96,the mirror,Exact counterpart
Wichí,topokhe,4.372,the heel,Exact counterpart
Wichí,toponhi,4.29,the throat,Exact counterpart
Wichí,toposecha,6.93,the razor,Exact counterpart
Wichí,toposet,4.241,the beak,Super-counterpart
Wichí,toposet,4.25,the lip,Super-counterpart
Wichí,toposey,4.142,the beard,Exact counterpart
Wichí,topunfwa,19.51,the friend,Exact counterpart
Wichí,tosaites,7.37,the ladder,Exact counterpart
Wichí,tosan,4.11,the body,Exact counterpart
Wichí,tose w’uley,4.145,the pubic hair,Sub-counterpart
Wichí,tose’,4.493,the vagina,Exact counterpart
Wichí,toselak,4.462,the waist,Exact counterpart
Wichí,tosot,4.465,the sinew or tendon,Exact counterpart
Wichí,tot’ajnhat,20.22,the club,Para-counterpart
Wichí,tot’alaj,7.421,the pillow,Exact counterpart
Wichí,tot’ate,4.41,the breast,Exact counterpart
Wichí,tot’ate lapes,4.412,the nipple or teat,Exact counterpart
Wichí,tot’ilek,4.89,the poison,Exact counterpart
Wichí,tot’oj,4.12,the skin or hide,Exact counterpart
Wichí,tot’u,4.79,the grave,Para-counterpart
Wichí,tot’ukwe,4.4,the chest,Exact counterpart
Wichí,tot’utle,4.44,the heart,Exact counterpart
Wichí,totamsek,20.14,the peace,Exact counterpart
Wichí,totayfwa,19.52,the enemy,Para-counterpart
Wichí,totiche,2.64,the daughter-in-law (of a man),Super-counterpart
Wichí,totiche,2.641,the daughter-in-law (of a woman),Super-counterpart
Wichí,totichunhayaj,17.11,the mind,Super-counterpart
Wichí,totichunhayaj,17.19,the idea,Super-counterpart
Wichí,totik,6.461,the grass-skirt,Para-counterpart
Wichí,totilho’,4.205,the forehead,Exact counterpart
Wichí,totkolhlhile,10.77,the axle,Exact counterpart
Wichí,totkolo,4.35,the leg,Exact counterpart
Wichí,totkolots’e,4.352,the calf of the leg,Exact counterpart
Wichí,totkosley,4.461,the intestines or guts,Exact counterpart
Wichí,totkwe,4.33,the hand,Para-counterpart
Wichí,totkwech’u,4.331,the palm of the hand,Exact counterpart
Wichí,totkwet’ak,6.74,the bracelet,Exact counterpart
Wichí,totkwew’u,4.321,the wrist,Exact counterpart
Wichí,totkwey,4.31,the arm,Super-counterpart
Wichí,totol’eyaj,19.62,the quarrel,Exact counterpart
Wichí,totonek,4.45,the liver,Exact counterpart
Wichí,tots’ak,4.43,the navel,Exact counterpart
Wichí,tots’amkat,12.42,left,Exact counterpart
Wichí,tots’e,4.431,the stomach,Super-counterpart
Wichí,tots’e,4.46,the belly,Super-counterpart
Wichí,totsanek,5.712,the bunch,Exact counterpart
Wichí,totsekkawu,6.13,the tailor,Exact counterpart
Wichí,totset,19.25,the walking stick,Exact counterpart
Wichí,totsute,4.27,the tooth,Exact counterpart
Wichí,totsute lhiley,4.271,the gums,Exact counterpart
Wichí,tottefwis,4.214,the eyelash,Exact counterpart
Wichí,tottelhu,4.21,the eye,Exact counterpart
Wichí,tottelhu t’oj,4.213,the eyelid,Exact counterpart
Wichí,tottelhuhis,23.24,the spectacles/glasses,Exact counterpart
Wichí,tottep’ut,6.59,the veil,Para-counterpart
Wichí,tottey,4.204,the face,Exact counterpart
Wichí,totw’ayhat,22.15,the sacrifice,Exact counterpart
Wichí,tow’atshancheyaj,4.741,the life,Exact counterpart
Wichí,tow’et,7.12,the house,Exact counterpart
Wichí,tow’etch’ulh,7.21,the room,Exact counterpart
Wichí,tow’ey,6.12,the clothing or clothes,Exact counterpart
Wichí,tow’u,4.28,the neck,Exact counterpart
